State,Abbreviation,Education Level,Country of Citizenship,Gender,Active Number of Students
ALABAMA,AL,MASTER'S,TURKEY,FEMALE,1
ALABAMA,AL,MASTER'S,TURKEY,MALE,1
ALABAMA,AL,MASTER'S,UGANDA,MALE,1
ALABAMA,AL,MASTER'S,UNITED KINGDOM,MALE,1
ALABAMA,AL,MASTER'S,URUGUAY,FEMALE,1
ALABAMA,AL,MASTER'S,UZBEKISTAN,FEMALE,1
ALABAMA,AL,MASTER'S,VENEZUELA,FEMALE,3
ALABAMA,AL,MASTER'S,VENEZUELA,MALE,2
ALABAMA,AL,MASTER'S,VIETNAM,FEMALE,2
ALABAMA,AL,MASTER'S,VIETNAM,MALE,8
ALABAMA,AL,OTHER,CHINA,MALE,1
ALABAMA,AL,OTHER,SOUTH KOREA,FEMALE,3
ALABAMA,AL,PRIMARY,CANADA,FEMALE,1
ALABAMA,AL,SECONDARY,CHINA,MALE,1
ALABAMA,AL,SECONDARY,SAUDI ARABIA,MALE,1
ARKANSAS,AR,ASSOCIATE,ANGOLA,MALE,1
ARKANSAS,AR,ASSOCIATE,BOLIVIA,MALE,4
ARKANSAS,AR,ASSOCIATE,CHINA,MALE,3
ARKANSAS,AR,ASSOCIATE,CONGO (KINSHASA),MALE,2
ARKANSAS,AR,ASSOCIATE,ETHIOPIA,MALE,3
ARKANSAS,AR,ASSOCIATE,HONG KONG,MALE,1
ARKANSAS,AR,ASSOCIATE,INDIA,MALE,2
ARKANSAS,AR,ASSOCIATE,IRAN,MALE,1
ARKANSAS,AR,ASSOCIATE,ITALY,FEMALE,1
ARKANSAS,AR,ASSOCIATE,JAMAICA,FEMALE,1
ARKANSAS,AR,ASSOCIATE,JORDAN,MALE,1
ARKANSAS,AR,ASSOCIATE,MONGOLIA,MALE,1
ARKANSAS,AR,ASSOCIATE,NIGERIA,MALE,1
ARKANSAS,AR,ASSOCIATE,PAKISTAN,MALE,1
ARKANSAS,AR,ASSOCIATE,PHILIPPINES,MALE,1
ARKANSAS,AR,ASSOCIATE,RWANDA,FEMALE,1
ARKANSAS,AR,ASSOCIATE,RWANDA,MALE,2
ARKANSAS,AR,ASSOCIATE,SAUDI ARABIA,MALE,18
ARKANSAS,AR,ASSOCIATE,TANZANIA,FEMALE,1
ARKANSAS,AR,ASSOCIATE,TANZANIA,MALE,2
ARKANSAS,AR,ASSOCIATE,VIETNAM,FEMALE,2
ARKANSAS,AR,ASSOCIATE,VIETNAM,MALE,5
ARKANSAS,AR,ASSOCIATE,WEST BANK,MALE,3
ARKANSAS,AR,ASSOCIATE,ZAMBIA,FEMALE,2
ARKANSAS,AR,BACHELOR'S,ANGUILLA,MALE,1
ARKANSAS,AR,BACHELOR'S,AUSTRALIA,FEMALE,1
ARKANSAS,AR,BACHELOR'S,AUSTRALIA,MALE,1
ARKANSAS,AR,BACHELOR'S,AUSTRIA,MALE,1
ARKANSAS,AR,BACHELOR'S,AZERBAIJAN,MALE,1
ARKANSAS,AR,BACHELOR'S,"BAHAMAS, THE",FEMALE,25
ARKANSAS,AR,BACHELOR'S,"BAHAMAS, THE",MALE,34
ARKANSAS,AR,BACHELOR'S,BANGLADESH,FEMALE,1
ARKANSAS,AR,BACHELOR'S,BANGLADESH,MALE,5
ARKANSAS,AR,BACHELOR'S,BARBADOS,MALE,1
ARKANSAS,AR,BACHELOR'S,BELGIUM,MALE,1
ARKANSAS,AR,BACHELOR'S,BELIZE,FEMALE,1
ARKANSAS,AR,BACHELOR'S,BELIZE,MALE,3
ARKANSAS,AR,BACHELOR'S,BOLIVIA,FEMALE,11
ARKANSAS,AR,BACHELOR'S,BOLIVIA,MALE,37
ARKANSAS,AR,BACHELOR'S,BOSNIA AND HERZEGOVINA,FEMALE,1
ARKANSAS,AR,BACHELOR'S,BRAZIL,FEMALE,5
ARKANSAS,AR,BACHELOR'S,BRAZIL,MALE,4
ARKANSAS,AR,BACHELOR'S,BURKINA FASO,MALE,3
ARKANSAS,AR,BACHELOR'S,BURMA,FEMALE,2
ARKANSAS,AR,BACHELOR'S,BURMA,MALE,1
ARKANSAS,AR,BACHELOR'S,BURUNDI,FEMALE,1
ARKANSAS,AR,BACHELOR'S,CAMEROON,FEMALE,7
ARKANSAS,AR,BACHELOR'S,CAMEROON,MALE,2
ARKANSAS,AR,BACHELOR'S,CANADA,FEMALE,4
ARKANSAS,AR,BACHELOR'S,CANADA,MALE,8
ARKANSAS,AR,BACHELOR'S,CHILE,MALE,2
ARKANSAS,AR,BACHELOR'S,CHINA,FEMALE,26
ARKANSAS,AR,BACHELOR'S,CHINA,MALE,60
ARKANSAS,AR,BACHELOR'S,COLOMBIA,FEMALE,2
ARKANSAS,AR,BACHELOR'S,CONGO (KINSHASA),MALE,9
ARKANSAS,AR,BACHELOR'S,COSTA RICA,MALE,1
ARKANSAS,AR,BACHELOR'S,COTE D'IVOIRE,FEMALE,2
ARKANSAS,AR,BACHELOR'S,COTE D'IVOIRE,MALE,5
ARKANSAS,AR,BACHELOR'S,CROATIA,FEMALE,1
ARKANSAS,AR,BACHELOR'S,CROATIA,MALE,1
ARKANSAS,AR,BACHELOR'S,DENMARK,FEMALE,1
ARKANSAS,AR,BACHELOR'S,DOMINICA,FEMALE,7
ARKANSAS,AR,BACHELOR'S,DOMINICA,MALE,1
ARKANSAS,AR,BACHELOR'S,ECUADOR,MALE,1
ARKANSAS,AR,BACHELOR'S,EGYPT,MALE,5
ARKANSAS,AR,BACHELOR'S,EL SALVADOR,FEMALE,1
ARKANSAS,AR,BACHELOR'S,EL SALVADOR,MALE,4
ARKANSAS,AR,BACHELOR'S,FRANCE,FEMALE,1
ARKANSAS,AR,BACHELOR'S,FRANCE,MALE,1
ARKANSAS,AR,BACHELOR'S,GABON,FEMALE,4
ARKANSAS,AR,BACHELOR'S,"GAMBIA, THE",FEMALE,2
ARKANSAS,AR,BACHELOR'S,"GAMBIA, THE",MALE,2
ARKANSAS,AR,BACHELOR'S,GERMANY,FEMALE,1
ARKANSAS,AR,BACHELOR'S,GERMANY,MALE,1
ARKANSAS,AR,BACHELOR'S,GHANA,FEMALE,3
ARKANSAS,AR,BACHELOR'S,GHANA,MALE,12
ARKANSAS,AR,BACHELOR'S,GREECE,MALE,1
ARKANSAS,AR,BACHELOR'S,GRENADA,FEMALE,1
ARKANSAS,AR,BACHELOR'S,GRENADA,MALE,1
ARKANSAS,AR,BACHELOR'S,GUATEMALA,FEMALE,2
ARKANSAS,AR,BACHELOR'S,GUATEMALA,MALE,9
ARKANSAS,AR,BACHELOR'S,HONDURAS,FEMALE,8
ARKANSAS,AR,BACHELOR'S,HONDURAS,MALE,3
ARKANSAS,AR,BACHELOR'S,HONG KONG,MALE,3
ARKANSAS,AR,BACHELOR'S,ICELAND,MALE,2
ARKANSAS,AR,BACHELOR'S,INDIA,FEMALE,5
ARKANSAS,AR,BACHELOR'S,INDIA,MALE,29
ARKANSAS,AR,BACHELOR'S,INDONESIA,FEMALE,1
ARKANSAS,AR,BACHELOR'S,INDONESIA,MALE,2
ARKANSAS,AR,BACHELOR'S,IRAN,MALE,1
ARKANSAS,AR,BACHELOR'S,ITALY,MALE,2
ARKANSAS,AR,BACHELOR'S,JAMAICA,FEMALE,2
ARKANSAS,AR,BACHELOR'S,JAMAICA,MALE,3
ARKANSAS,AR,BACHELOR'S,JAPAN,FEMALE,12
ARKANSAS,AR,BACHELOR'S,JAPAN,MALE,18
ARKANSAS,AR,BACHELOR'S,JORDAN,MALE,4
ARKANSAS,AR,BACHELOR'S,KAZAKHSTAN,FEMALE,5
ARKANSAS,AR,BACHELOR'S,KAZAKHSTAN,MALE,2
ARKANSAS,AR,BACHELOR'S,KENYA,FEMALE,3
ARKANSAS,AR,BACHELOR'S,KENYA,MALE,2
ARKANSAS,AR,BACHELOR'S,KOSOVO,MALE,1
ARKANSAS,AR,BACHELOR'S,KUWAIT,MALE,2
ARKANSAS,AR,BACHELOR'S,LEBANON,MALE,2
ARKANSAS,AR,BACHELOR'S,MACEDONIA,FEMALE,1
ARKANSAS,AR,BACHELOR'S,MACEDONIA,MALE,1
ARKANSAS,AR,BACHELOR'S,MALAYSIA,FEMALE,1
ARKANSAS,AR,BACHELOR'S,MALAYSIA,MALE,2
ARKANSAS,AR,BACHELOR'S,MEXICO,FEMALE,3
ARKANSAS,AR,BACHELOR'S,MEXICO,MALE,9
ARKANSAS,AR,BACHELOR'S,MONGOLIA,FEMALE,1
ARKANSAS,AR,BACHELOR'S,MONGOLIA,MALE,1
ARKANSAS,AR,BACHELOR'S,MOROCCO,FEMALE,1
ARKANSAS,AR,BACHELOR'S,MOROCCO,MALE,1
ARKANSAS,AR,BACHELOR'S,NEPAL,FEMALE,6
ARKANSAS,AR,BACHELOR'S,NEPAL,MALE,32
ARKANSAS,AR,BACHELOR'S,NEW ZEALAND,FEMALE,1
ARKANSAS,AR,BACHELOR'S,NICARAGUA,FEMALE,6
ARKANSAS,AR,BACHELOR'S,NICARAGUA,MALE,4
ARKANSAS,AR,BACHELOR'S,NIGER,FEMALE,2
ARKANSAS,AR,BACHELOR'S,NIGER,MALE,3
ARKANSAS,AR,BACHELOR'S,NIGERIA,FEMALE,17
ARKANSAS,AR,BACHELOR'S,NIGERIA,MALE,28
ARKANSAS,AR,BACHELOR'S,OMAN,MALE,1
ARKANSAS,AR,BACHELOR'S,PAKISTAN,MALE,9
ARKANSAS,AR,BACHELOR'S,PANAMA,FEMALE,45
ARKANSAS,AR,BACHELOR'S,PANAMA,MALE,71
ARKANSAS,AR,BACHELOR'S,PERU,FEMALE,1
ARKANSAS,AR,BACHELOR'S,PERU,MALE,1
ARKANSAS,AR,BACHELOR'S,POLAND,FEMALE,1
ARKANSAS,AR,BACHELOR'S,POLAND,MALE,1
ARKANSAS,AR,BACHELOR'S,RUSSIA,FEMALE,1
ARKANSAS,AR,BACHELOR'S,RUSSIA,MALE,2
ARKANSAS,AR,BACHELOR'S,RWANDA,FEMALE,13
ARKANSAS,AR,BACHELOR'S,RWANDA,MALE,43
ARKANSAS,AR,BACHELOR'S,SAINT LUCIA,MALE,1
ARKANSAS,AR,BACHELOR'S,SAINT VINCENT AND THE GRENADINES,FEMALE,2
ARKANSAS,AR,BACHELOR'S,SAUDI ARABIA,FEMALE,10
ARKANSAS,AR,BACHELOR'S,SAUDI ARABIA,MALE,274
ARKANSAS,AR,BACHELOR'S,SENEGAL,FEMALE,1
ARKANSAS,AR,BACHELOR'S,SERBIA,FEMALE,1
ARKANSAS,AR,BACHELOR'S,SERBIA,MALE,1
ARKANSAS,AR,BACHELOR'S,SLOVENIA,FEMALE,1
ARKANSAS,AR,BACHELOR'S,SOUTH AFRICA,FEMALE,1
ARKANSAS,AR,BACHELOR'S,SOUTH AFRICA,MALE,5
ARKANSAS,AR,BACHELOR'S,SOUTH KOREA,FEMALE,5
ARKANSAS,AR,BACHELOR'S,SOUTH KOREA,MALE,19
ARKANSAS,AR,BACHELOR'S,SPAIN,FEMALE,2
ARKANSAS,AR,BACHELOR'S,SPAIN,MALE,2
ARKANSAS,AR,BACHELOR'S,SRI LANKA,MALE,3
ARKANSAS,AR,BACHELOR'S,SWEDEN,FEMALE,1
ARKANSAS,AR,BACHELOR'S,SWEDEN,MALE,1
ARKANSAS,AR,BACHELOR'S,TAIWAN,MALE,1
ARKANSAS,AR,BACHELOR'S,TANZANIA,FEMALE,2
ARKANSAS,AR,BACHELOR'S,TANZANIA,MALE,1
ARKANSAS,AR,BACHELOR'S,THAILAND,FEMALE,1
ARKANSAS,AR,BACHELOR'S,THAILAND,MALE,1
ARKANSAS,AR,BACHELOR'S,TOGO,MALE,1
ARKANSAS,AR,BACHELOR'S,TUNISIA,MALE,1
ARKANSAS,AR,BACHELOR'S,TURKEY,MALE,6
ARKANSAS,AR,BACHELOR'S,UGANDA,MALE,2
ARKANSAS,AR,BACHELOR'S,UKRAINE,FEMALE,1
ARKANSAS,AR,BACHELOR'S,UKRAINE,MALE,1
ARKANSAS,AR,BACHELOR'S,UNITED KINGDOM,FEMALE,2
ARKANSAS,AR,BACHELOR'S,UNITED KINGDOM,MALE,3
ARKANSAS,AR,BACHELOR'S,UZBEKISTAN,MALE,2
ARKANSAS,AR,BACHELOR'S,VENEZUELA,FEMALE,1
ARKANSAS,AR,BACHELOR'S,VENEZUELA,MALE,6
ARKANSAS,AR,BACHELOR'S,VIETNAM,FEMALE,9
ARKANSAS,AR,BACHELOR'S,VIETNAM,MALE,29
ARKANSAS,AR,BACHELOR'S,WEST BANK,MALE,1
ARKANSAS,AR,BACHELOR'S,YEMEN,MALE,1
ARKANSAS,AR,BACHELOR'S,ZAMBIA,FEMALE,2
ARKANSAS,AR,BACHELOR'S,ZAMBIA,MALE,1
ARKANSAS,AR,BACHELOR'S,ZIMBABWE,FEMALE,3
ARKANSAS,AR,BACHELOR'S,ZIMBABWE,MALE,5
ARKANSAS,AR,DOCTORATE,ARGENTINA,FEMALE,2
ARKANSAS,AR,DOCTORATE,ARGENTINA,MALE,1
ARKANSAS,AR,DOCTORATE,"BAHAMAS, THE",FEMALE,3
ARKANSAS,AR,DOCTORATE,"BAHAMAS, THE",MALE,2
ARKANSAS,AR,DOCTORATE,BANGLADESH,FEMALE,5
ARKANSAS,AR,DOCTORATE,BANGLADESH,MALE,18
ARKANSAS,AR,DOCTORATE,BOLIVIA,MALE,2
ARKANSAS,AR,DOCTORATE,BRAZIL,FEMALE,3
ARKANSAS,AR,DOCTORATE,BRAZIL,MALE,3
ARKANSAS,AR,DOCTORATE,BURMA,FEMALE,1
ARKANSAS,AR,DOCTORATE,CAMEROON,FEMALE,1
ARKANSAS,AR,DOCTORATE,CAMEROON,MALE,4
ARKANSAS,AR,DOCTORATE,CANADA,FEMALE,1
ARKANSAS,AR,DOCTORATE,CHINA,FEMALE,34
ARKANSAS,AR,DOCTORATE,CHINA,MALE,58
ARKANSAS,AR,DOCTORATE,COLOMBIA,FEMALE,2
ARKANSAS,AR,DOCTORATE,COLOMBIA,MALE,3
ARKANSAS,AR,DOCTORATE,EGYPT,FEMALE,1
ARKANSAS,AR,DOCTORATE,EGYPT,MALE,2
ARKANSAS,AR,DOCTORATE,ETHIOPIA,MALE,1
ARKANSAS,AR,DOCTORATE,FRANCE,FEMALE,3
ARKANSAS,AR,DOCTORATE,FRANCE,MALE,1
ARKANSAS,AR,DOCTORATE,GABON,MALE,1
ARKANSAS,AR,DOCTORATE,GERMANY,FEMALE,2
ARKANSAS,AR,DOCTORATE,GHANA,MALE,5
ARKANSAS,AR,DOCTORATE,GREECE,MALE,1
ARKANSAS,AR,DOCTORATE,HONDURAS,MALE,1
ARKANSAS,AR,DOCTORATE,INDIA,FEMALE,37
ARKANSAS,AR,DOCTORATE,INDIA,MALE,63
ARKANSAS,AR,DOCTORATE,IRAN,FEMALE,17
ARKANSAS,AR,DOCTORATE,IRAN,MALE,20
ARKANSAS,AR,DOCTORATE,IRAQ,FEMALE,5
ARKANSAS,AR,DOCTORATE,IRAQ,MALE,5
ARKANSAS,AR,DOCTORATE,JAPAN,FEMALE,1
ARKANSAS,AR,DOCTORATE,JAPAN,MALE,1
ARKANSAS,AR,DOCTORATE,JORDAN,MALE,5
ARKANSAS,AR,DOCTORATE,KENYA,MALE,1
ARKANSAS,AR,DOCTORATE,LESOTHO,FEMALE,1
ARKANSAS,AR,DOCTORATE,LIBYA,FEMALE,1
ARKANSAS,AR,DOCTORATE,LIBYA,MALE,9
ARKANSAS,AR,DOCTORATE,MADAGASCAR,MALE,1
ARKANSAS,AR,DOCTORATE,MEXICO,MALE,1
ARKANSAS,AR,DOCTORATE,NEPAL,FEMALE,3
ARKANSAS,AR,DOCTORATE,NEPAL,MALE,21
ARKANSAS,AR,DOCTORATE,NIGERIA,FEMALE,2
ARKANSAS,AR,DOCTORATE,NIGERIA,MALE,9
ARKANSAS,AR,DOCTORATE,PAKISTAN,MALE,8
ARKANSAS,AR,DOCTORATE,PANAMA,FEMALE,1
ARKANSAS,AR,DOCTORATE,PANAMA,MALE,1
ARKANSAS,AR,DOCTORATE,PERU,FEMALE,2
ARKANSAS,AR,DOCTORATE,PERU,MALE,1
ARKANSAS,AR,DOCTORATE,PHILIPPINES,FEMALE,1
ARKANSAS,AR,DOCTORATE,PHILIPPINES,MALE,1
ARKANSAS,AR,DOCTORATE,POLAND,FEMALE,1
ARKANSAS,AR,DOCTORATE,ROMANIA,MALE,1
ARKANSAS,AR,DOCTORATE,RWANDA,FEMALE,2
ARKANSAS,AR,DOCTORATE,RWANDA,MALE,9
ARKANSAS,AR,DOCTORATE,SAUDI ARABIA,FEMALE,10
ARKANSAS,AR,DOCTORATE,SAUDI ARABIA,MALE,9
ARKANSAS,AR,DOCTORATE,SINGAPORE,MALE,1
ARKANSAS,AR,DOCTORATE,SLOVAKIA,MALE,1
ARKANSAS,AR,DOCTORATE,SOUTH AFRICA,FEMALE,1
ARKANSAS,AR,DOCTORATE,SOUTH KOREA,FEMALE,1
ARKANSAS,AR,DOCTORATE,SOUTH KOREA,MALE,5
ARKANSAS,AR,DOCTORATE,SRI LANKA,FEMALE,2
ARKANSAS,AR,DOCTORATE,SRI LANKA,MALE,2
ARKANSAS,AR,DOCTORATE,SWEDEN,MALE,1
ARKANSAS,AR,DOCTORATE,SYRIA,MALE,1
ARKANSAS,AR,DOCTORATE,TAIWAN,MALE,1
ARKANSAS,AR,DOCTORATE,THAILAND,MALE,1
ARKANSAS,AR,DOCTORATE,TUNISIA,MALE,2
ARKANSAS,AR,DOCTORATE,TURKEY,FEMALE,5
ARKANSAS,AR,DOCTORATE,TURKEY,MALE,11
ARKANSAS,AR,DOCTORATE,TURKMENISTAN,MALE,2
ARKANSAS,AR,DOCTORATE,UKRAINE,MALE,1
ARKANSAS,AR,DOCTORATE,UNITED KINGDOM,FEMALE,1
ARKANSAS,AR,DOCTORATE,VIETNAM,FEMALE,3
ARKANSAS,AR,DOCTORATE,VIETNAM,MALE,5
ARKANSAS,AR,DOCTORATE,ZIMBABWE,MALE,1
ARKANSAS,AR,LANGUAGE TRAINING,INDIA,MALE,3
ARKANSAS,AR,LANGUAGE TRAINING,NIGER,FEMALE,1
ARKANSAS,AR,LANGUAGE TRAINING,RWANDA,MALE,2
ARKANSAS,AR,LANGUAGE TRAINING,SOUTH KOREA,MALE,1
ARKANSAS,AR,MASTER'S,ARGENTINA,FEMALE,2
ARKANSAS,AR,MASTER'S,"BAHAMAS, THE",FEMALE,2
ARKANSAS,AR,MASTER'S,"BAHAMAS, THE",MALE,1
ARKANSAS,AR,MASTER'S,BANGLADESH,FEMALE,7
ARKANSAS,AR,MASTER'S,BANGLADESH,MALE,34
ARKANSAS,AR,MASTER'S,BELIZE,FEMALE,1
ARKANSAS,AR,MASTER'S,BELIZE,MALE,1
ARKANSAS,AR,MASTER'S,BOLIVIA,FEMALE,4
ARKANSAS,AR,MASTER'S,BOLIVIA,MALE,1
ARKANSAS,AR,MASTER'S,BOTSWANA,FEMALE,1
ARKANSAS,AR,MASTER'S,BRAZIL,FEMALE,1
ARKANSAS,AR,MASTER'S,BRAZIL,MALE,3
ARKANSAS,AR,MASTER'S,BURKINA FASO,MALE,1
ARKANSAS,AR,MASTER'S,CAMEROON,MALE,1
ARKANSAS,AR,MASTER'S,CANADA,FEMALE,1
ARKANSAS,AR,MASTER'S,CHILE,MALE,1
ARKANSAS,AR,MASTER'S,CHINA,FEMALE,30
ARKANSAS,AR,MASTER'S,CHINA,MALE,41
ARKANSAS,AR,MASTER'S,COLOMBIA,FEMALE,5
ARKANSAS,AR,MASTER'S,COTE D'IVOIRE,MALE,2
ARKANSAS,AR,MASTER'S,DOMINICAN REPUBLIC,MALE,1
ARKANSAS,AR,MASTER'S,ECUADOR,MALE,1
ARKANSAS,AR,MASTER'S,EGYPT,FEMALE,1
ARKANSAS,AR,MASTER'S,EGYPT,MALE,1
ARKANSAS,AR,MASTER'S,ETHIOPIA,MALE,2
ARKANSAS,AR,MASTER'S,FRANCE,FEMALE,1
ARKANSAS,AR,MASTER'S,FRANCE,MALE,1
ARKANSAS,AR,MASTER'S,"GAMBIA, THE",MALE,1
ARKANSAS,AR,MASTER'S,GERMANY,MALE,1
ARKANSAS,AR,MASTER'S,GHANA,FEMALE,2
ARKANSAS,AR,MASTER'S,GHANA,MALE,4
ARKANSAS,AR,MASTER'S,GRENADA,MALE,1
ARKANSAS,AR,MASTER'S,INDIA,FEMALE,284
ARKANSAS,AR,MASTER'S,INDIA,MALE,1086
ARKANSAS,AR,MASTER'S,INDONESIA,MALE,1
ARKANSAS,AR,MASTER'S,IRAN,FEMALE,3
ARKANSAS,AR,MASTER'S,IRAN,MALE,9
ARKANSAS,AR,MASTER'S,IRAQ,MALE,3
ARKANSAS,AR,MASTER'S,JAMAICA,FEMALE,2
ARKANSAS,AR,MASTER'S,JAMAICA,MALE,1
ARKANSAS,AR,MASTER'S,JAPAN,MALE,1
ARKANSAS,AR,MASTER'S,JORDAN,FEMALE,1
ARKANSAS,AR,MASTER'S,JORDAN,MALE,2
ARKANSAS,AR,MASTER'S,KAZAKHSTAN,MALE,1
ARKANSAS,AR,MASTER'S,KENYA,FEMALE,1
ARKANSAS,AR,MASTER'S,KENYA,MALE,3
ARKANSAS,AR,MASTER'S,LATVIA,MALE,1
ARKANSAS,AR,MASTER'S,LIBYA,MALE,1
ARKANSAS,AR,MASTER'S,MEXICO,FEMALE,1
ARKANSAS,AR,MASTER'S,MEXICO,MALE,1
ARKANSAS,AR,MASTER'S,MOROCCO,MALE,3
ARKANSAS,AR,MASTER'S,NEPAL,FEMALE,3
ARKANSAS,AR,MASTER'S,NEPAL,MALE,13
ARKANSAS,AR,MASTER'S,NICARAGUA,MALE,2
ARKANSAS,AR,MASTER'S,NIGERIA,FEMALE,8
ARKANSAS,AR,MASTER'S,NIGERIA,MALE,21
ARKANSAS,AR,MASTER'S,PAKISTAN,FEMALE,1
ARKANSAS,AR,MASTER'S,PAKISTAN,MALE,3
ARKANSAS,AR,MASTER'S,PANAMA,FEMALE,4
ARKANSAS,AR,MASTER'S,PANAMA,MALE,1
ARKANSAS,AR,MASTER'S,PERU,FEMALE,2
ARKANSAS,AR,MASTER'S,PHILIPPINES,MALE,1
ARKANSAS,AR,MASTER'S,RUSSIA,FEMALE,1
ARKANSAS,AR,MASTER'S,RWANDA,FEMALE,1
ARKANSAS,AR,MASTER'S,RWANDA,MALE,4
ARKANSAS,AR,MASTER'S,SAUDI ARABIA,FEMALE,19
ARKANSAS,AR,MASTER'S,SAUDI ARABIA,MALE,13
ARKANSAS,AR,MASTER'S,SOUTH KOREA,FEMALE,1
ARKANSAS,AR,MASTER'S,SOUTH KOREA,MALE,3
ARKANSAS,AR,MASTER'S,SRI LANKA,FEMALE,2
ARKANSAS,AR,MASTER'S,SYRIA,FEMALE,1
ARKANSAS,AR,MASTER'S,TAIWAN,FEMALE,3
ARKANSAS,AR,MASTER'S,TAIWAN,MALE,1
ARKANSAS,AR,MASTER'S,THAILAND,FEMALE,1
ARKANSAS,AR,MASTER'S,TUNISIA,FEMALE,1
ARKANSAS,AR,MASTER'S,TURKEY,FEMALE,1
ARKANSAS,AR,MASTER'S,TURKEY,MALE,4
ARKANSAS,AR,MASTER'S,UKRAINE,FEMALE,1
ARKANSAS,AR,MASTER'S,UKRAINE,MALE,1
ARKANSAS,AR,MASTER'S,VENEZUELA,MALE,1
ARKANSAS,AR,MASTER'S,VIETNAM,FEMALE,2
ARKANSAS,AR,MASTER'S,VIETNAM,MALE,7
ARKANSAS,AR,MASTER'S,ZAMBIA,FEMALE,1
ARKANSAS,AR,OTHER,INDIA,MALE,5
ARKANSAS,AR,OTHER,JAPAN,FEMALE,1
ARKANSAS,AR,OTHER,PAKISTAN,MALE,1
ARKANSAS,AR,OTHER,TURKEY,MALE,1
ARIZONA,AZ,ASSOCIATE,ANGOLA,FEMALE,3
ARIZONA,AZ,ASSOCIATE,ANGOLA,MALE,2
ARIZONA,AZ,ASSOCIATE,ARMENIA,FEMALE,1
ARIZONA,AZ,ASSOCIATE,AUSTRIA,MALE,1
ARIZONA,AZ,ASSOCIATE,BAHRAIN,MALE,2
ARIZONA,AZ,ASSOCIATE,BANGLADESH,MALE,3
ARIZONA,AZ,ASSOCIATE,BRAZIL,FEMALE,1
ARIZONA,AZ,ASSOCIATE,BRAZIL,MALE,3
ARIZONA,AZ,ASSOCIATE,BURMA,FEMALE,1
ARIZONA,AZ,ASSOCIATE,BURMA,MALE,1
ARIZONA,AZ,ASSOCIATE,BURUNDI,MALE,2
ARIZONA,AZ,ASSOCIATE,CAMBODIA,FEMALE,1
ARIZONA,AZ,ASSOCIATE,CAMEROON,FEMALE,4
ARIZONA,AZ,ASSOCIATE,CAMEROON,MALE,1
ARIZONA,AZ,ASSOCIATE,CANADA,FEMALE,3
ARIZONA,AZ,ASSOCIATE,CANADA,MALE,2
ARIZONA,AZ,ASSOCIATE,CHINA,FEMALE,8
ARIZONA,AZ,ASSOCIATE,CHINA,MALE,15
ARIZONA,AZ,ASSOCIATE,COLOMBIA,FEMALE,2
ARIZONA,AZ,ASSOCIATE,CONGO (KINSHASA),FEMALE,1
ARIZONA,AZ,ASSOCIATE,CONGO (KINSHASA),MALE,2
ARIZONA,AZ,ASSOCIATE,CZECH REPUBLIC,MALE,1
ARIZONA,AZ,ASSOCIATE,EGYPT,MALE,4
ARIZONA,AZ,ASSOCIATE,EQUATORIAL GUINEA,MALE,2
ARIZONA,AZ,ASSOCIATE,FRANCE,MALE,1
ARIZONA,AZ,ASSOCIATE,GAZA STRIP,MALE,2
ARIZONA,AZ,ASSOCIATE,HAITI,MALE,1
ARIZONA,AZ,ASSOCIATE,INDIA,FEMALE,2
ARIZONA,AZ,ASSOCIATE,INDIA,MALE,4
ARIZONA,AZ,ASSOCIATE,IRAN,FEMALE,1
ARIZONA,AZ,ASSOCIATE,IRAN,MALE,1
ARIZONA,AZ,ASSOCIATE,IRAQ,MALE,1
ARIZONA,AZ,ASSOCIATE,ISRAEL,MALE,2
ARIZONA,AZ,ASSOCIATE,JAPAN,FEMALE,1
ARIZONA,AZ,ASSOCIATE,JAPAN,MALE,1
ARIZONA,AZ,ASSOCIATE,JORDAN,MALE,3
ARIZONA,AZ,ASSOCIATE,KAZAKHSTAN,FEMALE,1
ARIZONA,AZ,ASSOCIATE,KAZAKHSTAN,MALE,1
ARIZONA,AZ,ASSOCIATE,KENYA,FEMALE,2
ARIZONA,AZ,ASSOCIATE,KENYA,MALE,1
ARIZONA,AZ,ASSOCIATE,KUWAIT,FEMALE,2
ARIZONA,AZ,ASSOCIATE,KUWAIT,MALE,27
ARIZONA,AZ,ASSOCIATE,LIBYA,FEMALE,1
ARIZONA,AZ,ASSOCIATE,MALAYSIA,FEMALE,1
ARIZONA,AZ,ASSOCIATE,MALI,MALE,2
ARIZONA,AZ,ASSOCIATE,MAURITANIA,MALE,1
ARIZONA,AZ,ASSOCIATE,MEXICO,FEMALE,5
ARIZONA,AZ,ASSOCIATE,MEXICO,MALE,12
ARIZONA,AZ,ASSOCIATE,MOROCCO,MALE,3
ARIZONA,AZ,ASSOCIATE,NEPAL,MALE,1
ARIZONA,AZ,ASSOCIATE,NIGERIA,MALE,4
ARIZONA,AZ,ASSOCIATE,PAKISTAN,MALE,1
ARIZONA,AZ,ASSOCIATE,PERU,MALE,2
ARIZONA,AZ,ASSOCIATE,PHILIPPINES,FEMALE,2
ARIZONA,AZ,ASSOCIATE,PHILIPPINES,MALE,3
ARIZONA,AZ,ASSOCIATE,QATAR,MALE,38
ARIZONA,AZ,ASSOCIATE,ROMANIA,MALE,1
ARIZONA,AZ,ASSOCIATE,SAINT VINCENT AND THE GRENADINES,MALE,1
